Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
ATL,0.26274096269089503,15.188865261936979,55.21902184419099,0.7422826213029191,2.125961724337908
STL,0.27148290681773785,15.257081461222894,61.16819691345965,0.7750914241062707,2.975249072084392
TEX,0.28062599958991186,21.02173467295469,66.49784703711298,0.8264910805823253,2.4493336067254465
CLE,0.2792557127312296,17.38139281828074,71.66503445774394,0.8079553862894453,2.310029017047515
PHI,0.2636277958325368,16.26859109156949,65.69795450200725,0.7492601796979544,2.2525138596826606
MIN,0.27067531964354896,12.988376598217744,55.37698566447114,0.7647282061216581,1.920592793490895
CHC,0.2611181190104747,14.934254513037665,52.87876086472031,0.7599507466012924,1.9435034544238912
COL,0.3010891831126656,17.130402198351238,67.82313265051211,0.8716035473394955,3.00776917312016
LAA,0.26057701315078363,13.608178706539366,57.30517023959647,0.7302003242658981,1.8821833903801115
ARI,0.2689289449954914,16.339044183949508,58.262398557258784,0.7850185752930567,2.274589720468891
SD,0.2535181607418857,13.309698608964453,56.08906491499228,0.7407107805255023,1.826043276661515
SF,0.2690621880199667,19.13477537437604,58.323835274542425,0.8034249168053246,3.087520798668885
NYY,0.26936237326323703,18.63762673676305,68.76229815996996,0.7771545249718365,1.9224183251971467
LAD,0.2551716555801922,17.593126385809313,58.13543976348854,0.7484153732446416,1.72019586104952
TOR,0.26541632270168863,17.504315196998125,61.9545966228893,0.7589165103189495,1.6356472795497183
KC,0.26813635334088337,13.443261608154021,57.72865232163079,0.7491071347678367,1.305390713476784
CIN,0.2603810982279588,11.251148545176113,43.962371472325536,0.7438998031065412,0.7772259899365566
WAS,0.2537075697211155,12.1601593625498,53.70278884462152,0.715196812749004,0.6352988047808766
OAK,0.2655706554419724,18.03527761074364,74.05933052715974,0.7858889557025456,3.098196031268792
SEA,0.2881274492497794,14.908561341571053,75.04677846425419,0.8041578111209181,4.04586054721977
MIA,0.2649182576459684,14.124745134383687,60.525671918443,0.7501201112140871,2.135421686746988
HOU,0.2755915407854985,18.344813695871093,69.56414904330312,0.8070245720040282,2.5779254783484395
BOS,0.2662737720111214,14.653197405004635,53.94291010194625,0.7692808155699721,1.2299907321594068
TB,0.2572849545756703,7.35896299578994,41.46709505871925,0.6977948149789497,0.3295590516286285
PIT,0.2493926006528836,13.394124047878128,48.528835690968435,0.7080241566920566,1.2198041349292716
BAL,0.2493711001642036,8.868021346469623,46.14059934318555,0.6951584564860428,0.6687192118226601
Mets,0.25090212932213324,11.264114084782186,43.80582144950185,0.7103277983981248,1.2016409454971673
CHW,0.2678479296445584,17.479479662880173,60.943569072920475,0.7849761817515571,2.0160498351044343
MIL,0.25169029988893005,16.338763420955203,52.07867456497594,0.7475677526841912,1.308145131432803
DET,0.2610199963642974,10.169423741137974,51.438465733503,0.7315379021996001,1.072168696600618
