Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
Mets,0.251117053481332,11.69803229061554,39.01664984863774,0.7337283047426842,1.2702320887991922
CIN,0.25351486412547874,18.321539303301112,59.941455407623565,0.7579514864125482,2.2179463797191317
NYY,0.26412705530642755,19.006165919282516,61.425822122571,0.7870652092675634,2.613415545590434
BOS,0.256547131147541,13.782414307004473,59.23733233979136,0.7337187034277197,1.7124627421758567
CHW,0.25711806299550033,14.107778015856011,50.34133276194557,0.7289993571887722,1.2836940218555817
SEA,0.2621644282425173,17.43169608595549,62.874712202609366,0.7575539140445126,2.1305640828856487
SD,0.23434033778476046,13.449528672427338,39.470542026708564,0.6923534956794973,0.6566378633150041
ATL,0.26340575288733936,10.741337982131183,48.19176291130965,0.7360115493571584,1.4004358247984312
WAS,0.2657684426229509,15.788934426229508,55.944672131147534,0.7802589418777945,2.3137667660208643
PIT,0.2466124310967497,12.220680478996387,47.50522714312869,0.7100252803649494,1.1928530697586015
MIL,0.24999590723055934,17.431494835314755,52.90177353342428,0.7501611771584487,1.417715844864549
BAL,0.2589674138255792,20.62780184592202,61.16293087210398,0.7450205311734791,1.276097193445093
TOR,0.2420503831417625,17.78563218390805,51.394827586206894,0.7264057471264367,0.9349042145593871
LAD,0.25183655669321203,16.827076222980658,53.51990898748578,0.7749744027303753,2.7113955252180517
PHI,0.2514097472924188,12.92198154833534,46.70677898114721,0.7291482150020056,0.9867027677496988
OAK,0.2478136973180077,18.490181992337163,56.246647509578544,0.7671879789272029,1.4938697318007663
HOU,0.2831119626168224,18.89644859813084,67.86224299065421,0.8292586915887851,3.052
ARI,0.2529262814359761,14.397773085045117,53.018621616433094,0.7603540026876561,1.4804760990593204
TB,0.2482534095908491,17.867355917289924,51.307083150022,0.7522386713594368,1.8584029916410023
CHC,0.2565667898113941,17.985028193661286,59.901030526929816,0.7783886836476764,2.250943029360296
CLE,0.2630786768828256,17.74584189871052,58.61222201457672,0.7863838534853298,2.539581386656699
KC,0.2593186626369475,17.450510011333584,58.49905553456743,0.7329431431809599,1.733698526633925
LAA,0.2473257624918884,15.064460307159855,54.96019900497512,0.7209809647415099,1.518775686783474
MIN,0.2604052098408104,17.288169319826338,63.302821997105646,0.7685794138929091,2.0950615050651233
COL,0.2728687723256251,17.888512878360594,68.32374506486181,0.7799821394999059,1.7842639593908634
MIA,0.2686515870120394,17.81886172929588,62.4636993797884,0.7655113097409707,2.830153228748632
STL,0.2565093988460823,14.488739996277685,50.45765866368881,0.7603755816117623,1.967187790805882
SF,0.2464839787694123,8.437192844505603,40.30804010222135,0.6858708472577159,1.174641242382544
TEX,0.24542193927522035,20.5437806072478,64.70577864838394,0.7580413320274242,1.380861900097943
DET,0.2520607252075142,12.15137614678899,47.21035386631717,0.712037134119703,0.7686107470511139
